✓  Kiara Advani                                   [portrait=0.00, quality=0.47, text=0.085, face=0.18, front=0.96, out=82KB]  src=10011.jpg  →  Kiara Advani.jpg
✓  Kicha Sudeep                                   [portrait=0.00, quality=0.88, text=0.082, face=0.21, front=0.82, out=105KB]  src=10013.jpg  →  Kicha Sudeep.jpg
✓  Kick Shyam                                     [portrait=0.00, quality=0.75, text=0.224, face=0.22, front=0.96, out=55KB]  src=10013.jpg  →  Kick Shyam.jpg
✓  Kiran Abbavaram                                [portrait=0.00, quality=0.49, text=0.055, face=0.26, front=0.87, out=105KB]  src=10009.jpg  →  Kiran Abbavaram.jpg
✓  Kireeti Damaraju                               [portrait=0.00, quality=0.65, text=0.357, face=0.14, front=0.76, out=11KB]  src=10019.jpg  →  Kireeti Damaraju.jpg
✓  Kondavalasa                                    [portrait=0.00, quality=0.77, text=0.217, face=0.23, front=0.85, out=12KB]  src=10010.jpg  →  Kondavalasa.jpg
✓  Kota Srinivas Rao                              [portrait=0.00, quality=0.68, text=0.136, face=0.27, front=0.89, out=47KB]  src=10017.jpg  →  Kota Srinivas Rao.jpg
✓  Kovai Sarala                                   [portrait=0.00, quality=0.64, text=0.293, face=0.23, front=0.97, out=137KB]  src=10014.jpg  →  Kovai Sarala.jpg
✓  Krishna Bhagavan                               [portrait=0.00, quality=0.55, text=0.052, face=0.31, front=0.94, out=172KB]  src=10001.jpg  →  Krishna Bhagavan.jpg
✓  Krishnam Raju                                  [portrait=0.00, quality=0.74, text=0.270, face=0.20, front=0.66, out=101KB]  src=10008.jpeg  →  Krishnam Raju.jpg
